Term,Course Division,Course,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F
Fall 2015,Lower Division,ANTH102__01,0,9,19,26,35,25,17,22,8,10,12,29
Fall 2015,Lower Division,ANTH140__01,41,0,49,25,27,42,5,5,6,0,0,12
Fall 2015,Lower Division,PSCI203__02,12,22,18,26,24,15,19,24,18,6,9,16
Fall 2015,Lower Division,HUM_197__01,168,5,14,13,0,4,3,0,0,0,0,0
Fall 2015,Lower Division,PSCI203__03,10,6,14,20,26,24,20,25,16,14,7,23
Fall 2015,Lower Division,SSCI165__01,4,12,9,21,32,11,19,25,9,13,18,31
Fall 2015,Upper Division,SSCI316__05,7,16,20,14,36,17,35,18,9,10,8,12
Fall 2015,Lower Division,SSCI165__02,6,12,17,28,29,16,19,17,10,13,14,19
Fall 2015,Upper Division,NSCI310__02,8,5,8,30,10,17,52,16,13,23,2,14
Fall 2015,Upper Division,SSCI300__01,182,4,0,0,1,3,1,0,1,0,0,6
Fall 2015,Lower Division,BIOL100__02,6,16,22,43,16,31,19,16,11,8,1,7
Fall 2015,Lower Division,BIOL220__01,31,8,8,38,11,4,29,13,7,14,3,26
Fall 2015,Upper Division,PA__315__01,15,34,22,32,25,22,29,1,3,1,2,4
Fall 2015,Lower Division,BIOL200__01,6,4,7,11,15,16,21,16,17,21,12,41
Fall 2015,Lower Division,MGMT230__01,59,41,35,36,10,1,0,0,0,0,0,0
Fall 2015,Lower Division,PSYC201__01,33,13,23,20,23,13,8,8,0,23,1,15
Fall 2015,Lower Division,IST_101__01,16,25,26,40,28,8,12,7,4,3,1,9
Fall 2015,Upper Division,PSYC301__01,10,10,15,27,32,23,18,14,9,7,7,4
Fall 2015,Upper Division,SSCI316__02,17,15,19,27,26,11,20,6,1,2,6,15
Fall 2015,Lower Division,HSCI120__01,11,23,29,25,27,19,14,0,2,3,3,5
Fall 2015,Upper Division,PSYC390__02,25,5,10,32,15,10,15,8,10,10,2,18
Fall 2015,Lower Division,HIST201__01,52,17,23,35,4,6,7,3,0,1,1,8
Fall 2015,Lower Division,ART_200__70,44,23,17,21,11,6,6,2,1,10,2,13
Fall 2015,Lower Division,CHEM221A_01,24,7,5,25,9,6,38,5,4,14,0,17
Fall 2015,Lower Division,HIST142__01,10,28,17,13,25,12,7,11,9,5,3,12
Fall 2015,Lower Division,TA__160__04,21,14,20,29,18,10,22,6,2,5,0,5
Fall 2015,Upper Division,SSCI300__02,28,0,14,46,0,3,29,0,6,13,0,13
Fall 2015,Lower Division,HIST140__01,21,5,9,14,8,15,13,13,7,13,3,29
Fall 2015,Lower Division,HIST146__04,12,10,4,26,24,21,23,13,5,6,1,5
Fall 2015,Upper Division,HUM_335__01,20,15,13,26,15,9,13,11,7,9,4,7
Fall 2015,Lower Division,ECON200__70,22,18,25,16,16,11,12,10,9,3,4,2
Fall 2015,Lower Division,HIST146__01,12,22,16,25,24,14,8,4,5,0,3,15
Fall 2015,Lower Division,HIST146__03,7,14,21,23,29,15,16,5,0,6,3,9
Fall 2015,Upper Division,HUM_350__01,46,23,9,34,12,6,12,1,0,1,0,4
Fall 2015,Lower Division,HIST146__05,40,25,12,20,11,10,7,6,3,3,2,8
Fall 2015,Lower Division,HIST270__01,5,21,12,13,17,15,11,19,6,1,10,17
Fall 2015,Lower Division,KINE205__07,46,9,20,26,5,10,15,3,1,4,0,8
Fall 2015,Upper Division,PSYC350__01,9,8,8,16,16,25,28,9,7,13,3,5
Fall 2015,Lower Division,COMM200__01,27,27,16,20,6,11,11,7,1,2,3,15
Fall 2015,Lower Division,ECON202__70,43,21,22,11,16,14,9,5,2,2,1,0
Fall 2015,Lower Division,HIST200__01,11,11,7,18,13,22,20,10,7,8,3,15
Fall 2015,Lower Division,TA__260__01,71,31,11,6,1,3,2,1,3,6,0,7
Fall 2015,Lower Division,HIST144__01,9,6,14,19,26,9,9,24,5,9,5,4
Fall 2015,Upper Division,PSYC311__01,15,15,15,14,19,13,23,6,7,4,0,6
Fall 2015,Upper Division,HUM_344__01,11,12,16,19,9,19,16,11,4,7,1,11
Fall 2015,Upper Division,HUM_385__01,74,19,16,9,5,6,2,1,1,3,0,0
Fall 2015,Lower Division,HIST146__02,5,4,0,17,13,2,10,8,2,16,1,57
Fall 2015,Lower Division,PSYC100__03,6,19,16,20,26,16,15,2,3,4,1,4
Fall 2015,Upper Division,HUM_328__01,20,18,16,18,10,13,12,9,6,2,2,5
Fall 2015,Lower Division,CJUS101__01,3,0,4,11,9,13,17,15,16,13,13,16
Fall 2015,Upper Division,HUM_330__01,7,6,13,11,16,19,13,6,10,6,2,20
Fall 2015,Lower Division,SOC_100__01,41,17,18,15,7,7,10,3,2,2,1,4
Fall 2015,Lower Division,ENG_110__01,26,8,13,10,11,13,25,1,1,10,0,7
Fall 2015,Lower Division,GEOL101__02,15,15,12,18,14,15,9,12,6,0,3,6
Fall 2015,Lower Division,BIOL100__03,3,10,13,19,14,27,15,3,4,8,1,7
Fall 2015,Lower Division,CSE_129__01,7,10,20,18,18,8,17,12,5,4,2,3
Fall 2015,Lower Division,GEOL101__01,4,5,7,17,14,15,13,18,7,14,3,7
Fall 2015,Lower Division,KINE205__05,36,9,15,15,14,16,8,2,2,1,0,6
Fall 2015,Upper Division,HUM_370__01,18,7,10,32,9,6,24,2,2,6,3,5
Fall 2015,Upper Division,PSYC382__01,10,3,9,23,9,9,31,6,6,11,3,4
Fall 2015,Lower Division,CSE_122__01,9,7,21,15,24,11,16,8,3,4,4,1
Fall 2015,Lower Division,CSE_129__02,1,2,16,22,17,13,20,9,5,8,4,6
Fall 2015,Upper Division,PSYC357__01,5,4,6,13,16,14,18,14,7,9,5,12
Fall 2015,Upper Division,ECON311__01,6,5,13,21,16,19,12,9,2,4,2,13
Fall 2015,Lower Division,ANTH140__02,16,7,16,21,17,14,7,10,6,1,2,4
Fall 2015,Lower Division,BIOL217__01,81,4,6,14,0,4,6,3,0,1,0,1
Fall 2015,Lower Division,KINE205__02,20,0,0,39,0,0,30,2,0,20,0,9
Fall 2015,Upper Division,PSYC355__01,20,26,21,13,16,9,7,2,2,0,2,2
Fall 2015,Lower Division,CHEM205__01,17,18,13,22,20,10,8,4,4,1,1,1
Fall 2015,Lower Division,SOC_100__02,9,6,9,8,13,9,7,13,13,9,8,15
Fall 2015,Lower Division,CHEM100__02,47,32,19,7,5,4,0,0,0,1,1,2
Fall 2015,Lower Division,GEOL210__01,33,6,8,20,9,16,10,15,0,0,0,1
Fall 2015,Lower Division,KINE205__06,60,7,13,12,9,4,4,0,0,2,1,5
Fall 2015,Lower Division,CHEM100__01,14,2,11,24,10,8,20,10,7,6,0,4
Fall 2015,Upper Division,SSCI316__40,4,19,15,23,20,14,9,5,2,2,1,1
Fall 2015,Lower Division,CHEM105__70,16,19,31,14,11,6,4,1,1,4,1,3
Fall 2015,Lower Division,CHEM205__02,6,10,12,13,14,11,13,10,7,2,3,4
Fall 2015,Lower Division,CJUS102__01,3,1,13,10,21,17,7,10,0,12,0,11
Fall 2015,Lower Division,HUM_180__03,37,17,18,12,8,4,2,3,0,0,0,1
Fall 2015,Upper Division,GEOG300__01,10,10,5,21,13,9,14,4,1,8,1,4
Fall 2015,Lower Division,KINE114A_05,91,0,0,8,0,0,0,0,0,0,0,0
Fall 2015,Lower Division,CHEM215__11,8,8,5,8,11,10,14,8,7,3,4,11
Fall 2015,Upper Division,HUM_319__70,44,22,9,17,2,0,0,2,0,0,1,0
Fall 2015,Lower Division,ART_221__01,33,20,15,7,7,4,1,1,0,7,0,1
Fall 2015,Lower Division,KINE114C_02,91,0,0,5,0,0,0,0,0,0,0,0
Fall 2015,Upper Division,HUM_335__70,30,18,9,17,8,0,7,0,0,1,1,5
Fall 2015,Upper Division,NSCI325__01,3,7,7,17,12,12,17,9,0,9,0,3
Fall 2015,Lower Division,CHEM215__01,7,11,8,7,14,9,7,5,6,5,1,15
Fall 2015,Lower Division,KINE114A_04,93,0,0,2,0,0,0,0,0,0,0,0
Fall 2015,Lower Division,KINE114A_01,67,0,0,19,0,0,7,0,0,0,0,0
Fall 2015,Upper Division,HUM_325__01,3,2,3,16,11,11,15,7,4,8,1,12
Fall 2015,Lower Division,KINE114A_06,68,16,3,2,2,0,1,0,0,0,0,0
Fall 2015,Lower Division,PSYC100__40,8,2,6,9,11,13,13,11,4,6,4,5
Fall 2015,Upper Division,HUM_380__47,42,8,7,16,2,1,3,1,1,0,2,9
Fall 2015,Upper Division,PSYC363__01,8,4,4,14,6,5,16,10,3,11,4,7
Fall 2015,Lower Division,KINE114C_01,89,0,0,1,1,0,0,0,0,0,0,0
Fall 2015,Upper Division,SSCI325__01,3,14,7,15,9,8,16,3,3,8,2,3
Fall 2015,Upper Division,PSYC357__02,6,4,9,14,7,15,11,9,1,4,5,5
Fall 2015,Lower Division,KINE114A_03,61,4,11,3,8,2,0,0,0,0,0,0
Fall 2015,Lower Division,KINE114A_07,83,0,0,3,0,0,2,0,0,0,0,0
Fall 2015,Upper Division,HUM_335__71,11,7,17,10,8,14,7,5,1,3,0,5
Fall 2015,Lower Division,KINE210__01,37,12,14,7,2,2,4,2,3,0,0,4
Fall 2015,Lower Division,CHEM215__06,9,8,13,6,11,10,13,6,4,2,1,2
Fall 2015,Lower Division,PHYS100__01,13,3,9,17,11,15,10,1,4,0,0,2
Fall 2015,Upper Division,PSYC351__01,3,4,11,10,16,2,14,10,3,3,0,8
Fall 2015,Upper Division,PSYC391__01,7,6,11,25,12,2,8,2,3,0,0,7
Fall 2015,Upper Division,CJUS460__70,20,16,13,10,8,2,4,2,2,3,0,2
Fall 2015,Lower Division,KINE120J_01,58,8,4,7,2,2,0,0,0,0,0,0
Fall 2015,Upper Division,NSCI300__02,12,10,9,11,9,13,7,1,7,0,1,1
Fall 2015,Upper Division,PSYC364__02,17,18,11,12,10,1,1,2,2,2,0,3
Fall 2015,Lower Division,HD__240__01,3,7,11,10,7,5,3,7,0,10,0,14
Fall 2015,Lower Division,HD__280__01,20,0,0,41,0,0,11,0,0,3,0,1
Fall 2015,Upper Division,PSYC324__01,14,13,15,10,4,9,3,6,1,1,0,0
Fall 2015,Upper Division,PSYC385__01,17,15,6,12,7,9,5,1,2,1,0,1
Fall 2015,Lower Division,KINE150A_01,55,6,6,4,4,0,0,0,0,0,0,0
Fall 2015,Upper Division,PSYC390__40,3,6,3,14,23,7,12,5,0,2,0,0
Fall 2015,Lower Division,PSCI203__05,36,17,7,10,1,1,1,0,0,0,0,1
Fall 2015,Lower Division,CHEM205__40,15,11,13,13,9,7,5,0,0,0,0,0
Fall 2015,Lower Division,HD__270__01,16,0,0,41,0,0,12,0,0,4,0,0
Fall 2015,Upper Division,PSYC345__01,14,5,12,11,7,8,4,3,3,0,2,4
Fall 2015,Lower Division,KINE160__01,72,0,0,0,0,0,0,0,0,0,0,0
Fall 2015,Lower Division,PHYS223__02,3,6,3,6,3,2,12,9,9,6,9,4
Fall 2015,Upper Division,FIN_314__01,6,7,13,24,14,5,2,0,0,1,0,0
Fall 2015,Upper Division,PSYC318__01,3,4,14,21,12,5,6,1,1,2,1,2
Fall 2015,Upper Division,PSYC390__01,23,16,5,13,1,3,4,3,2,1,1,0
Fall 2015,Lower Division,ACCT211__01,9,11,6,15,7,4,8,4,2,2,0,3
Fall 2015,Lower Division,ENG_170__03,13,20,16,6,12,2,1,0,0,0,0,1
Fall 2015,Lower Division,GEOG100__01,49,6,5,0,1,1,1,2,1,0,1,4
Fall 2015,Lower Division,KINE150C_01,52,10,1,5,1,0,2,0,0,0,0,0
Fall 2015,Upper Division,CHEM436A_01,3,7,4,13,7,6,12,8,3,6,1,1
Fall 2015,Upper Division,HSCI451__01,51,12,4,1,1,0,0,1,0,0,0,1
Fall 2015,Lower Division,ENG_111__01,25,7,10,7,7,0,2,3,1,2,0,6
Fall 2015,Lower Division,GEOL210__02,13,3,4,14,1,7,13,15,0,0,0,0
Fall 2015,Lower Division,PHYS223__01,8,4,6,5,7,7,13,4,6,4,3,2
Fall 2015,Upper Division,PSYC303__01,7,4,5,14,16,9,6,4,3,0,1,0
Fall 2015,Upper Division,PSYC331__01,6,12,10,11,10,11,7,1,1,0,0,0
Fall 2015,Upper Division,PSYC357__40,1,10,10,16,10,9,4,2,3,1,1,2
Fall 2015,Upper Division,PSYC385__02,4,2,5,14,6,9,10,3,5,5,3,3
Fall 2015,Upper Division,CSE_322__70,34,8,2,4,10,1,1,4,0,0,0,4
Fall 2015,Upper Division,SOC_356__01,28,13,15,11,1,0,0,0,0,0,0,0
Fall 2015,Lower Division,ENG_170__02,3,2,4,11,6,15,5,8,7,2,0,4
Fall 2015,Upper Division,SOC_343__01,30,0,0,25,0,0,10,0,0,2,0,0
Fall 2015,Upper Division,SOC_410__01,42,4,6,1,2,3,1,1,0,4,0,3
Fall 2015,Lower Division,ACCT211__03,7,8,6,14,14,3,10,3,1,0,0,0
Fall 2015,Lower Division,SSCI165__03,0,1,3,9,8,5,11,8,2,6,1,12
Fall 2015,Upper Division,CHEM321__01,22,6,7,11,3,2,9,1,0,3,0,2
Fall 2015,Upper Division,PSYC381__70,11,30,9,6,4,2,1,0,2,0,1,0
Fall 2015,Upper Division,SOC_352__01,4,10,7,8,16,8,7,5,0,0,1,0
Fall 2015,Lower Division,ENG_170__01,1,5,3,5,7,11,3,6,4,5,4,11
Fall 2015,Upper Division,PSYC333__01,10,4,4,6,11,7,11,6,3,1,1,1
Fall 2015,Upper Division,SOC_436__01,34,10,6,11,1,2,0,1,0,0,0,0
Fall 2015,Lower Division,HSCI271__01,20,11,6,11,3,5,6,0,1,0,0,1
Fall 2015,Upper Division,PSYC320__01,6,6,8,12,10,4,6,7,1,2,1,1
Fall 2015,Upper Division,PSYC358__01,11,6,7,7,6,10,5,5,1,3,0,3
Fall 2015,Upper Division,SOC_339__01,21,7,8,18,4,2,3,1,0,0,0,0
Fall 2015,Lower Division,ADMN210__01,8,3,5,3,2,1,17,0,0,6,0,18
Fall 2015,Upper Division,ANTH325__01,5,4,2,8,8,4,6,6,5,3,3,9
Fall 2015,Upper Division,MGMT330__03,33,23,0,6,0,1,0,0,0,0,0,0
Fall 2015,Upper Division,PSYC300__01,14,9,10,8,4,1,7,1,0,2,0,7
Fall 2015,Upper Division,PSYC364__01,6,5,7,8,5,8,10,3,1,2,4,4
Fall 2015,Upper Division,SOC_311__01,46,4,2,3,2,1,2,1,0,2,0,0
Fall 2015,Upper Division,SOC_340__01,1,9,9,6,17,2,6,5,3,1,0,4
Fall 2015,Upper Division,SOC_350__01,4,7,4,3,17,6,6,6,1,2,0,7
Fall 2015,Lower Division,ACCT211__04,12,5,3,7,4,8,10,2,4,3,0,4
Fall 2015,Lower Division,CSE_202__01,27,4,7,7,0,5,5,0,0,1,0,6
Fall 2015,Lower Division,ECON200__01,15,2,9,8,5,3,13,0,1,0,1,5
Fall 2015,Lower Division,PSYC105__06,15,5,4,7,4,3,6,4,0,8,0,6
Fall 2015,Upper Division,CJUS431__01,5,6,10,11,7,10,9,4,0,0,0,0
Fall 2015,Upper Division,HSCI436__01,8,9,8,17,7,4,4,1,0,1,2,1
Fall 2015,Upper Division,MGMT302__02,1,18,19,14,4,1,4,0,0,0,0,1
Fall 2015,Upper Division,MGMT330__01,26,0,0,19,0,0,14,0,0,3,0,0
Fall 2015,Upper Division,MGMT330__02,7,7,13,15,6,3,3,0,2,1,1,4
Fall 2015,Upper Division,PSYC360__01,4,6,5,9,6,7,7,8,0,4,2,4
Fall 2015,Upper Division,SCM_304__01,10,4,2,3,10,22,11,0,0,0,0,0
Fall 2015,Lower Division,ECON200__02,19,0,8,3,6,3,16,0,1,1,0,4
Fall 2015,Lower Division,PSYC105__03,3,4,5,10,6,2,8,5,3,8,3,4
Fall 2015,Upper Division,FIN_313__04,37,6,12,3,1,0,0,0,1,0,0,1
Fall 2015,Upper Division,GEOL309__01,52,2,1,2,2,1,0,0,0,0,0,1
Fall 2015,Upper Division,HD__324__01,7,6,12,11,5,10,4,2,2,0,0,2
Fall 2015,Upper Division,HSCI441__01,23,3,6,4,5,5,3,2,2,2,0,6
Fall 2015,Upper Division,HSCI480__02,7,17,14,12,4,1,1,2,0,1,0,2
Fall 2015,Upper Division,KINE481__01,3,5,1,7,5,6,9,4,4,8,3,6
Fall 2015,Upper Division,MGMT302__05,2,27,17,11,2,1,1,0,0,0,0,0
Fall 2015,Upper Division,PHYS373__01,2,2,0,5,3,8,5,5,3,3,1,24
Fall 2015,Upper Division,PSYC387__70,36,4,2,5,2,0,7,0,0,0,0,5
Fall 2015,Upper Division,SOC_301__01,4,10,11,21,4,4,4,1,1,0,0,1
Fall 2015,Upper Division,SOC_330__01,6,7,9,15,6,4,9,3,0,2,0,0
Fall 2015,Upper Division,SOC_418__01,21,19,9,12,0,0,0,0,0,0,0,0
Fall 2015,Upper Division,SOC_444__01,29,0,0,24,0,0,4,0,0,3,0,1
Fall 2015,Lower Division,ACCT211__05,16,5,8,4,6,5,7,0,1,4,1,3
Fall 2015,Lower Division,ACCT212__06,25,9,9,5,3,2,2,0,1,1,0,3
Fall 2015,Lower Division,ECON200__04,17,4,2,8,8,4,8,0,0,2,2,5
Fall 2015,Lower Division,ES__100__1_,0,3,5,22,9,6,5,0,0,2,0,8
Fall 2015,Lower Division,FIN_101__07,24,12,5,5,2,6,0,0,2,0,0,4
Fall 2015,Lower Division,GEOG100__02,2,4,3,7,11,5,4,2,1,4,4,13
Fall 2015,Lower Division,PSYC105__01,5,5,12,14,9,2,9,1,1,0,1,1
Fall 2015,Lower Division,PSYC115__02,31,1,5,8,2,2,4,1,0,1,0,5
Fall 2015,Lower Division,PSYC115__04,10,12,12,15,3,3,2,1,0,1,1,0
Fall 2015,Upper Division,CJUS465__01,4,2,6,10,17,9,7,2,0,2,0,1
Fall 2015,Upper Division,FIN_313__03,20,15,5,7,5,1,5,0,1,0,1,0
Fall 2015,Upper Division,HD__304__01,25,0,0,22,0,0,11,0,0,2,0,0
Fall 2015,Upper Division,HSCI455__01,41,4,10,1,1,2,0,0,0,0,1,0
Fall 2015,Upper Division,IST_309__05,16,35,6,2,0,0,1,0,0,0,0,0
Fall 2015,Upper Division,MKTG305__03,23,7,8,9,6,5,1,0,1,0,0,0
Fall 2015,Upper Division,PSYC362__01,5,6,7,6,13,4,8,1,4,0,1,5
Fall 2015,Upper Division,SOC_434__01,15,8,6,16,4,3,7,0,0,1,0,0
Fall 2015,Lower Division,ACCT211__02,20,6,8,8,5,1,4,1,1,0,0,5
Fall 2015,Lower Division,CHEM223A_01,11,4,0,10,2,3,10,6,3,6,0,4
Fall 2015,Lower Division,ECON202__04,3,3,9,12,3,8,4,7,0,5,0,5
Fall 2015,Lower Division,FIN_101__03,19,11,13,5,4,3,1,1,0,0,1,1
Fall 2015,Lower Division,FIN_101__04,26,17,6,2,1,3,1,0,0,2,1,0
Fall 2015,Lower Division,PSYC105__02,1,4,6,8,7,6,8,6,4,6,0,3
Fall 2015,Lower Division,PSYC115__01,29,8,8,5,1,2,1,1,2,0,0,2
Fall 2015,Lower Division,PSYC115__05,12,10,3,12,6,2,6,2,2,1,1,2
Fall 2015,Lower Division,PSYC115__06,1,1,2,16,4,7,10,5,0,4,2,7
Fall 2015,Lower Division,SOC_100__03,9,3,7,2,5,5,9,10,2,1,1,5
Fall 2015,Upper Division,CJUS320__01,1,3,6,3,19,8,1,8,5,0,2,3
Fall 2015,Upper Division,CJUS370__01,6,5,4,6,10,4,16,0,1,1,1,5
Fall 2015,Upper Division,CJUS441__01,0,5,12,5,20,14,3,0,0,0,0,0
Fall 2015,Upper Division,FIN_313__40,20,0,5,7,7,5,15,0,0,0,0,0
Fall 2015,Upper Division,MGMT302__04,29,15,4,7,1,2,1,0,0,0,0,0
Fall 2015,Upper Division,PSYC384__01,3,3,5,11,9,9,9,3,2,1,1,3
Fall 2015,Upper Division,SCM_304__03,3,4,7,7,5,17,16,0,0,0,0,0
Fall 2015,Upper Division,SOC_355__01,1,6,6,11,8,9,8,4,5,0,0,1
Fall 2015,Upper Division,SOC_430__01,30,8,6,5,4,2,1,2,0,1,0,0
Fall 2015,Lower Division,ADMN210__02,5,6,1,9,3,1,33,0,0,0,0,0
Fall 2015,Lower Division,ARAB290__70,12,8,9,9,3,2,2,1,0,4,1,7
Fall 2015,Lower Division,CSE_125__01,38,1,1,5,1,3,3,0,0,0,0,6
Fall 2015,Lower Division,ECON200__03,2,0,9,7,2,1,10,5,2,3,0,17
Fall 2015,Lower Division,GEOG103__01,9,3,8,13,3,1,9,4,5,3,0,0
Fall 2015,Lower Division,KINE121A_01,55,3,0,0,0,0,0,0,0,0,0,0
Fall 2015,Lower Division,PSYC105__04,1,1,3,5,6,9,13,6,4,6,2,2
Fall 2015,Lower Division,PSYC115__03,14,11,12,7,3,3,2,3,1,0,0,2
Fall 2015,Upper Division,FIN_313__01,1,4,1,3,2,12,22,0,0,0,0,13
Fall 2015,Upper Division,FIN_313__05,9,6,9,13,5,3,8,2,3,0,0,0
Fall 2015,Upper Division,MGMT330__04,6,7,3,13,13,7,5,2,0,1,0,1
Fall 2015,Upper Division,MKTG305__02,3,3,5,12,8,9,8,0,5,2,0,3
Fall 2015,Upper Division,PSYC377__01,5,1,6,11,6,6,5,6,4,1,2,5
Fall 2015,Upper Division,SCM_304__02,12,1,2,5,0,2,22,0,0,0,3,11
Fall 2015,Upper Division,SCM_304__04,11,8,9,5,4,8,10,0,0,2,0,1
Fall 2015,Lower Division,ADMN210__03,1,2,4,4,4,4,26,0,2,1,3,6
Fall 2015,Lower Division,ARAB290__71,9,13,6,8,4,3,3,1,2,0,0,8
Fall 2015,Lower Division,CJUS106__01,0,6,5,7,9,5,9,9,2,4,0,1
Fall 2015,Upper Division,MGMT302__01,7,7,10,14,12,4,1,0,2,0,0,0
Fall 2015,Upper Division,MKTG305__01,1,2,10,18,8,5,9,1,0,2,0,1
Fall 2015,Upper Division,MKTG305__70,25,12,7,2,4,1,2,0,0,1,0,3
Fall 2015,Upper Division,PA__315__02,5,8,10,13,6,6,6,1,1,0,1,0
Fall 2015,Upper Division,PA__315__03,4,10,6,14,5,8,4,0,1,1,1,3
Fall 2015,Upper Division,PSYC386__01,4,4,5,11,8,9,8,4,1,1,1,1
Fall 2015,Upper Division,SCM_304__05,13,4,12,7,2,9,3,3,0,2,0,2
Fall 2015,Lower Division,ECON202__02,5,4,2,4,10,2,18,0,0,2,0,9
Fall 2015,Lower Division,FIN_101__01,23,7,10,2,3,1,4,1,2,1,0,2
Fall 2015,Lower Division,PSYC105__05,2,1,1,4,5,6,9,7,8,9,2,2
Fall 2015,Upper Division,CJUS580__01,7,12,12,5,6,5,2,1,2,0,1,3
Fall 2015,Upper Division,HSCI367__01,3,0,0,5,11,9,16,2,4,5,0,1
Fall 2015,Upper Division,MGMT302__03,1,5,13,12,14,7,3,1,0,0,0,0
Fall 2015,Upper Division,SOC_484__01,22,8,9,14,2,0,0,0,0,0,0,1
Fall 2015,Lower Division,ACCT212__01,8,4,2,10,12,4,4,3,1,0,3,4
Fall 2015,Lower Division,PSYC210__04,10,1,5,10,5,5,6,1,3,2,0,7
Fall 2015,Lower Division,SPAN290__01,16,10,15,12,0,1,0,0,0,0,0,1
Fall 2015,Upper Division,CHEM345__01,0,3,2,7,10,11,7,4,4,2,2,3
Fall 2015,Upper Division,FIN_313__02,8,10,4,6,5,4,7,0,1,3,2,5
Fall 2015,Upper Division,FIN_314__03,11,9,6,4,7,7,8,0,0,0,0,3
Fall 2015,Upper Division,PSYC365__01,1,5,1,12,3,3,4,12,4,4,1,5
Fall 2015,Lower Division,TA__160__06,19,7,6,1,3,5,0,1,0,0,1,11
Fall 2015,Upper Division,CJUS330__02,1,6,7,9,15,6,7,2,0,0,0,1
Fall 2015,Upper Division,CJUS451__01,11,12,10,8,6,1,2,0,0,0,0,4
Fall 2015,Upper Division,CJUS470__01,19,7,9,8,4,1,5,0,0,1,0,0
Fall 2015,Lower Division,CSE_201__01,6,4,3,5,4,6,4,0,0,3,1,17
Fall 2015,Lower Division,ECON202__01,6,0,1,5,4,4,6,6,6,3,9,3
Fall 2015,Lower Division,ECON202__03,8,5,5,7,7,11,3,2,3,2,0,0
Fall 2015,Upper Division,ANTH333__01,8,8,3,9,6,5,4,4,1,3,1,1
Fall 2015,Lower Division,FIN_101__08,21,16,7,4,0,3,0,0,0,0,0,1
Fall 2015,Upper Division,BIOL300__01,4,4,4,5,4,4,14,1,1,6,1,4
Fall 2015,Upper Division,MKTG305__40,29,8,4,2,0,1,6,1,0,0,0,1
Fall 2015,Lower Division,ACCT212__03,6,3,4,8,3,5,8,3,1,1,2,7
Fall 2015,Lower Division,HIST140__40,0,2,12,9,9,13,3,0,0,2,0,1
Fall 2015,Lower Division,HSCI225__01,31,8,4,3,2,1,1,0,0,0,0,1
Fall 2015,Lower Division,SPAN290__02,7,2,5,13,4,3,6,2,1,5,0,3
Fall 2015,Upper Division,ANTH330__01,31,8,10,2,0,0,0,0,0,0,0,0
Fall 2015,Upper Division,BIOL300__02,2,2,1,19,6,2,6,2,2,7,0,2
Fall 2015,Upper Division,CJUS466__01,2,1,7,4,11,5,5,7,4,1,0,4
Fall 2015,Lower Division,CSE_201__05,21,3,4,14,1,1,4,1,0,1,0,0
Fall 2015,Lower Division,FIN_101__02,20,16,4,2,2,3,0,0,2,1,0,0
Fall 2015,Lower Division,HD__246__01,19,2,9,5,4,2,2,1,2,1,1,2
Fall 2015,Lower Division,KINE121A_02,50,0,0,0,0,0,0,0,0,0,0,0
Fall 2015,Lower Division,PSYC240__01,6,8,4,8,5,2,5,3,0,3,0,6
Fall 2015,Lower Division,SPAN290__70,7,7,1,12,5,2,3,2,4,1,0,6
Fall 2015,Lower Division,SW__200__01,17,15,6,3,3,2,0,0,0,1,0,3
Fall 2015,Upper Division,ANTH331__01,4,6,9,9,12,3,6,0,0,0,1,0
Fall 2015,Upper Division,KINE480__01,9,10,4,10,6,3,5,1,1,1,0,0
Fall 2015,Upper Division,MKTG305__04,12,4,9,10,3,1,3,2,1,3,0,2
Fall 2015,Lower Division,IST_101__02,23,1,2,3,2,2,2,0,0,6,0,8
Fall 2015,Lower Division,TA__160__01,26,6,4,1,1,1,3,2,0,0,0,5
Fall 2015,Lower Division,TA__160__05,29,13,4,2,1,0,0,0,0,0,0,0
Fall 2015,Upper Division,BIOL400__01,20,6,10,7,1,1,1,0,2,1,0,0
Fall 2015,Upper Division,CJUS320__02,8,5,5,7,3,3,5,1,6,1,0,5
Fall 2015,Upper Division,CJUS320__03,0,0,3,7,6,6,4,6,4,3,2,8
Fall 2015,Upper Division,IST_378__01,25,24,0,0,0,0,0,0,0,0,0,0
Fall 2015,Lower Division,BIOL100__40,11,0,3,4,4,9,3,4,5,1,0,4
Fall 2015,Lower Division,COMM180__01,4,7,5,27,4,0,0,0,0,0,0,1
Fall 2015,Lower Division,COMM180__02,4,16,6,19,1,0,1,0,0,0,0,1
Fall 2015,Lower Division,COMM180__04,12,5,9,6,5,2,3,2,0,1,0,3
Fall 2015,Lower Division,PSYC210__01,3,3,5,5,4,4,10,4,2,3,3,2
Fall 2015,Upper Division,HSCI468__01,34,5,6,1,0,1,1,0,0,0,0,0
Fall 2015,Upper Division,NURS340__01,41,7,0,0,0,0,0,0,0,0,0,0
Fall 2015,Upper Division,NURS400__01,5,9,13,14,6,0,1,0,0,0,0,0
Fall 2015,Lower Division,ACCT211__07,7,0,5,3,5,5,9,2,0,5,2,4
Fall 2015,Lower Division,ACCT212__02,8,10,3,5,2,2,8,2,0,5,0,2
Fall 2015,Lower Division,COMM180__03,6,10,7,10,3,2,4,1,1,2,0,1
Fall 2015,Lower Division,COMM180__05,12,9,9,8,5,2,1,0,0,1,0,0
